,ID,Input,Augment
356346,2044250985,http://twitpic.com/6odlj - Were finally in #Florida .. It's raining,http://twitpic.com/6odlj - were finally in #florida .. it rains
915022,1753008733,"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it ","Would like to remind people that I am out of the Kansai scene, and whatever the current problem, I have nothing to do with"
104885,1822749872,@GennaGirl Congrats Genna Tony earned it and I am happy for you and him. So sweet! Still sad 4 Matt,@Gennagirl congratulates Genna Tony won him and I am happy for you and him. So sweet! Always sad 4 matt
729221,2263259229,@ShellyFlash lol trust me.. i have pharrell radar lol... no alias,@Shellyflash lol believe me .. I have Pharrell Radar lol ... no alias
102791,1795222590,@jayroc Awww. Accidents SUCK! sorrrrry.,@jayroc Awww. Accidents are zero! Sorrrrry.
1138523,1976852282,I need a term that is stronger and more impressive than &quot;hard to get&quot; than in no way implies frigid,"I need a stronger and more impressive term than ""difficult to get"" than indicates in no case"
1024849,1883348600,Sweet Icon finder: http://www.iconfinder.net/ It's like Google for icons  (via @ronicadesign) Thanks for the link!,Sweet Icon Finder: http://www.iconfinder.net/ It's like Google for icons (via @ronadadesign) Thank you for the link!
1551450,2184087985,watchinggg wife swap then goingg to bedd  Got my prom dresss Ahhh its just staring me in the facee   night nighttt,"Watching the woman exchange then going to bed obtained my ahhh ball dresses, he just looks at me in the night face Nightttt"
429803,2064200181,@lozzaybaybay ooh lucky biatch! i wanna go out   and yeah ahah they rang me too.,@Lozzaybaybay Ooh Lucky Biatch! I want to go out and yeah Ahah they called me too.
531833,2196512934,"It's only Tuesday, and I have a headache for the 2nd day in a row ","It's only Tuesday, and I have a headache for the 2nd consecutive day"
1223344,1990399332,@JohnnyDeppNews Do you know if theres a UK premiere of public enemies in London?  x,@Johnnydeppnews do you know if there is a first British of enemy audiences in London? X
1203346,1986028826,at chicago  with my best friends,in Chicago with my best friends
1445855,2062435906,@bluelighttv that box set looks rad! I hope you feel better soon btw.,@Bluelighttv This set Rad! I hope you will feel better soon.
231869,1979054722,@dinahhh As soon as my Word stops hanging.  I didn't save. OMG. Our channels of communication are truly interesting! Haha. OMG. My Word.,@dinahhh as soon as my word stops suspended. I did not save. OH MY GOD. Our communication channels are really interesting! Haha. OH MY GOD. My word.
1410940,2056372418,funny mocking of Facebook and Twitter  http://bit.ly/f5eT4  #feedly,Funny Mocking of Facebook and Twitter http://bit.ly/f5et4 #feedly
488173,2182494837,"FML, i was sooo stressed 2day i left amrons CD in my locker  &lt;/3 now i dont get to rock out to his jizz-tastic voice 2night &lt;/3 ","FML, I was so stressed 2 days, I left Amrons CD in my locker & lt; / 3 now I can't switch to his voice Jizz-Tastic 2night & lt; / 3"
760936,2297008377,disgusting out again,again disgusting
652302,2238171901,"On the whole, I'd rather be at Stonehenge this weekend. But it's probably just as well that I won't be   http://is.gd/16iwY","Overall, I prefer to be in Stonehenge this weekend. But it is probably as well that I will not be http://is.gd/16iwy"
497690,2185964426,@michaelmcgaw on my sammich?  I was out,@Michaelmcgaw on my Sammich? I was outside
916653,1753348602,Wishing all MOMs a very Happy Mother's Day!!,Wishing all mothers a very good Mother's Day !!
102346,1794947214,"@SLViomax Hahaha! Actually, I'm sad to admit it's not as cool as I remember ","@Slviomax hahaha! In fact, I am sad to admit that it is not as cool as I remember"
850594,1565503158,the baby's cute &amp; pink o_o,The baby is cute & amp; pink o_o
990756,1835031704,"Going to school, Last monday! ",Go to school last Monday!
1570989,2188686848,"That being said, I have a yummy lunch made for tomorrow: peanutbutter &amp; honey sandwich, keylime organic yogurt, &amp; water. ","That being said, I have a delicious lunch prepared for tomorrow: Peanutbutter & amp; Honey sandwich, Keylime organic yogurt, & amp; the water."
968090,1827831636,"I do love TSN's intros. Not as much as CBC's, but they'll do! And yay, my 900th tweet! ","I love TSN intros. Not as much as CBC, but they will! And yes, my 900th tweet!"
1468348,2064740299,@chen_M thanks for helping us distribute the site,@Chen_M Thank you for helping us to distribute the site
366982,2049054448,@gallawayc I can't believe you're at the zoo without me,@gallawayy I can't believe you are at the zoo without me
768646,2301072170,"@jupitusphillip sorry not enough swearing in your tweets, (I have no kids) I'm off, ","@jupitphillip sorry not enough swear in your tweets, (I have no children) I left,"
1133132,1976123851,ok...so I'm now using the laptop in my bed... )) this is so fun...,Ok ... so I now use the laptop in my bed ...)) it's so fun ...
519987,2191962723,"Just finished Spanish, English at 10:15 ","I just finished the Spaniard, the English at 10:15 am"
424077,2063013260,Why do i keep wakin up bt 9? STUPID TIME,Why do I keep Wakin Up Bt 9? Stupid weather
67338,1692288775,I just want to go home,I just want to go home
980740,1834051959,@iaindale The people of this nation will rescue the HoC at a General Election  because the English know how to deal with these matters,@Iaindale the people of this nation will save the hoc during a general election because the English know how to deal with these questions
873924,1679838938,xoxo  Hope you have a good Saturday!,XOXO I hope you have a good Saturday!
132785,1835839381,@gianna_ida best of luck on ur adventure!  we'll miss you,@gianna_ida good luck in your adventure! We will miss you
534708,2197667865,Still sleepy as hell but the phone wont stop ringing so i guess its time 2 get up.  NATURAL*BEAUTY,"Always dozing like hell, but the phone keeps ringing, so I guess it's time 2 gets up. NATURAL BEAUTY"
892085,1691053352,http://twitpic.com/4ik9u - You will always find someone on the corner of every street....,http://twitpic.com/4ik9u - You will always find someone around each street ....
108182,1824198603,is not going to have pizza for dinner while everyone else does,Don't have pizza for dinner while everyone does
1109615,1971923722,"Got home last night from seeing Up, woke up, and now I'm going to see Up again this morning for free! I love working for Disney. ","I went home last night when I saw, I woke up, and now I will see this morning for free! I love working for Disney."
1454875,2063364720,@sishizaki is everything getting fuzzy!I think it's time to go sleep,@Sishizaki is all that I become vague! I think it's time to sleep
1418409,2057783263,updating pics from yesterday from dogshow. I handled a lil Deli for the first time what I handled a dog  Love escorpiones blancos &lt;3,Update of photos of yesterday from Dogshow. I manipulated a small grocery store for the first time what I managed a dog Love Escorpiones blancos & lt; 3
467463,2175781637,sleep has finally released me .. gonna start chemistrey in a bit  i seriously hate this subject with a passion!!,"Sleep finally released me .. I'm going to start a little chemistrey, I seriously hate this subject with a passion !!"
986344,1834560135,"@jillianjoyce im a laker fan too here..but yea i love it when games are good, bulls v celtics=best of all time! im down for six flags tho ","@jillianJoyce IM Un Fans Laker also here ... But yes I love it when the games are good, Bulls V Celtics = Best of Tousy! I have broken down for six Tho flags"
73728,1694605890,@maxxmonkey sadly rock shop is no more,@maxxmonkey sadly rock shop is no longer
986482,1834571459,"@joyce4david it's ok. no pressure  thanks so much! i actually didnt take any pics coz i was tooo lazy! gosh, i miss u guys! &amp;shang! &amp; BB!","@ Joyce4david is ok. No pressure thank you very much! In fact, I didn't take pictures because I was too lazy! My God, I miss you guys! & amp; Shang! & amp; BB!"
404103,2058346616,@smuggling why havent you responded to my tweets at you,@Smuggling why you didn't respond to my tweets
226536,1977869250,"@annaoboe oh, poor dog  hope he gets well soon! and why aren't you around that much anymore? why do my fave ones disappear after a while?","@annaoboe oh, poor dog I hope he will recover soon! And why are you no longer there? Why do my favorites disappear after a while?"
1422828,2058568173,At the trump hotel. Actually pretty nice. Someone drew a moustache on ivanka.,At the Trump hotel. In fact quite nice. Someone drew a mustache on Ivanka.
561147,2205352627,@DEELAMI i wasnt too pleased with the matthew williamson line if im honest...i think i wanted the viktor &amp; rolf the most!,"@Deelami, I was not too satisfied with the Matthew Williamson line if I am honest ... I think I wanted the viktor & amp; Rolf the most!"
814647,1550877930,is sat at home bored watching lee evans n waiting to go pick her mate up  xx,is sitting at the house annoyed by looking at Lee Evans N waiting to go get his companion XX
129515,1835122820,If the power doesn't  stop going out this is really going to make for another crappy day,"If the power does not stop going out, it will really do another day of shit"
634588,2233352105,"it is friggn freeezing! I swear winter wants to dominate us. but please cold, make time for the sun. ","It's Frigggnne Gradezing! I swear winter wants to dominate us. But please cold, take the time of the sun."
115423,1827090478,is off to sleep - Monday tomorrow,went to sleep - Monday tomorrow
1061910,1963931785,Just finished my bachelor's final paper AND made ppt  going to rest now... Bye :*,I just finished the final paper of my baccalaureate and to rest PPT now ... Goodbye: *
1302377,2008207274,Shopping,Shopping
895034,1692528311,"See you later, Tweeples...gotta do some other stuff before bed.  ","See you later, Tweeples ... I have to do other things before going to bed."
1122165,1974285255,Ready for the sumer + beach!,Ready for Summer + Beach!
536315,2198359101,Woosta's following everyone tweeting the word UCAS again - says he's going to blog about it on Friday - Yay! - still no assessment yet,Woosta follows everyone to tweet the word ucas again - says he will blog on this subject on Friday - yay! - still no evaluation
257608,1985003379,working all day is no fun,Working all day is not funny
410349,2059854248,hey.yanks lost,hey.yanks lost
1124556,1974691499,"I here the thunder and see the lighting at just about the same time. On top of that, I feel the house jolt, too! ","Here is thunder and I see the lighting about at the same time. In addition to that, I feel the house of house too!"
645630,2236330009,": wondering who in my twitter community will announce their unboxing of new 3Gs first...  sigh, I wll not be one of them ",": I wonder who in my Twitter community will first announce their unpacking of new 3G ... Sigh, I will not be one of them"
1279684,2001558616,Going to watch iCarly in a few minutes now. Tweet later.,I'm going to watch Icarly in a few minutes now. Tweet later.
3433,1468595095,@danielhcwong Taylor 814ce --&gt; #&amp;$(#&amp;$!(@#$(!@#*$(#!( sweet mother of #@&amp;$(!@#($*(!@#*$(!@#&amp;$(!@#$&amp;!(@#!#@($... my livie is only 2900,@DanielHcwong Taylor 814ce - & GT; # & amp; $ ( # & amp; $! ( @ # $ (! @ # * $ ( #! (Sweet Mother of # @ & amp; $ (! @ # ($ * (! @ # * $ (! @ # & amp ; $ (! @ # $ & amp; ( @ #! # @ ($ ... my livie is only 2900
1486019,2067998404,@AwakenToTruth so glad to have found you! JOHN 8:32 indeed! Shine on!,@Awakentotruth so happy to have found you! John 8:32 Indeed! Shine on!
259763,1985513493,"oh no I just saw this..... Everybody Wins Bingo/there must be 5 unique minis shown, we only have four ",Oh no I just saw that ... Everyone wins bingo / There must be 5 unique minis
18905,1556722967,Tonight was fantasticccc... But I'm my ankle still hurts.,Tonight was fantastic Ceccc ... But I am my ankle that always hurts me.
1409449,2055996771,Lovely muveee...,Beautiful Muveee ...
1130850,1975769400,@jabronijess19 Hell ya it is ..that n drinking while ur AT wrk,@ Jabronijess19 hell ya is .. that you drink while you are in wrk
212564,1974770014,"have to take a shower, finish my practical work, wash the dishies and study for the school, goodbye to my free afternoon ","I have to take a shower, finish my practical work, wash the dishes and study for school, goodbye to my free afternoon"
1142033,1977258607,Chillin with father and havin a brewski with my lovely.,Chillin with father and havin a Brewski with my beautiful.
813445,1548784028,No special awards. Sigh but anthony devito got 100 dollars! Yay for him  of course sheena song got 175 dollars. -_- D:,No special awards. Sigh but Anthony Devito has $ 100! Yay for him of course Sheena Song obtained $ 175. -_- D:
1040465,1956952937,@petteflet lol you are right. i have mixed you both up. Germany is great too,@Petteflet lol you are right. I mixed you both. Germany is also great
574598,2210521868,"is not happy, want to watch the Take on Sky 1 tonight but has still has no bloody signal! GRRR gonna sulk now ","is not happy, I want to look at Sky 1's point of view tonight but still has no bloody signal! Grrr will sulk now"
576787,2212062465,so wish i could take a nap tonight before work,So I would like to be able to take a nap tonight before work
235889,1979868276,"@heatheralyse     Don't worry GG, things always looker bleaker in the middle of the night. luv 'ya!!  GM!!","@Heatheralysis don't worry GG, things are always a dark look in the middle of the night. I love you!! GM !!"
151384,1932497084,"missed mediation tonight. Lola, my pup, is limping. Came home to keep an eye on her ","Mediation missed tonight. Lola, my puppy, drinks. Returned home for the eye on her"
939637,1793728367,The Secret of The Curve Ball.....This si KEWL!!    http://tinyurl.com/o55tuj,The secret of the bent ball ..... this if kewl !! http://tinyurl.com/o55tuj
103825,1796178306,"just got up about 30 min ago, thought my head cold was going away but nope it's back stronger than b4.....yuck ","I just got up about 30 minutes ago, thought that my cold head disappeared but no, it's back stronger than B4 ..... Beurk"
935351,1792720860,@mojogear WOW! That stud at the Phoenix Gay Leather show is SUPER HOT!!!!!! Excellent pic! Thanks for posting it! Hope to follow u too,@Mojogear Wow! This gay gay phoenix stud is super hot !!!!!! Excellent photo! Thank you for publishing it! I hope to follow you too
1141740,1977219130,enjoyed the day and now making dinner...no homework! Wow!!!  Sarching the web to see what sorts of volunteer work need my help,I enjoyed the day and now dinner ... no homework! Wow!!! Sarching on the web to see what types of volunteer work need my help
1285664,2002172896,"@RobertGirandola Good morning, 1 of 2 who has ever nudged me on twitter!  How are you?","@RobertGirandola hello, 1 of the 2 that have already pushed me on Twitter! How are you?"
622204,2229102095,Sometimes it's the ppl who are closest to you that bring you down,Sometimes it is the PPL that is closest to you who shoot you down
637888,2234304647,"had to cancel Dish today..  its gonna suck with two kids in the house and No TV, and the fact that I rely on it to sleep at night.","I had to cancel the dish today .. it will suck with two children in the house and no television, and the fact that I count to sleep at night."
420152,2062146077,aww maan. i didnt watch the penguins game  i forgot all about it. well had a fun time tonight!  now going to sleep.,"Aww Maan. I did not watch the Penguins game that I forgot everything. Well, you have a moment of pleasure tonight! I'm going to sleep now."
684533,2250545459,confused.,confused.
1261705,1998675336,at work. bought myself a signing language book...time to ready and be a nerd,at work. I bought a signature language book ... it's time to prepare and be a nerd
499176,2186446695,"@poison_ive3  Sorry, I just feel like it's the start of my trip so I get really excited. And why would you get in trouble?","@ Poison_ive3 sorry, I just have the impression that this is the start of my trip, so I'm really excited. And why would you like to get in trouble?"
49546,1678184873,"Cookin breakfast over campfire this morning--eggs, potatoes and STEAK! Dghtr &amp;grdson will join us--last day w/them. Head 4Ohio 2morrow ","Cookin Breakfast over Campfire this morning - Eggs, potatoes and steak! DGHTR & AMP; Grdson will join us - the last day with them. 4ohio 2Morrorw head"
1126299,1975008354,@rcbjornson i want...i want..i want..! Baking on ur roof top there R..?,@Rcbjornson I want ... I want ... I want ..! Cook on your roof over there R ..?
450998,2069636399,"My left eye is soooo itchy, can't stop rubbing it! ","My left eye is so itchy, I can't stop rubbing it!"
1031868,1933122756,"To colleagues: *looking at Eric's IM avatar* Exclaims: &quot;Honey, I Shrunk Eric!&quot; Lucas is really Eric Junior. ","To colleagues: * Looking at Eric IM Avatar * exclaims: ""Darling, I narrowed Eric!"" Lucas is really Eric Junior."
192596,1969887201,Last call,Last call
1212274,1989232033,"@ElementsOfJazz Sounds like fun, now hang on are you writing this in your sleep! Like when you wake up? ","@Elementsofjazz seems fun, now hang on in your sleep! Like when you wake up?"
582185,2214527288,yeah but neither of you wrote back to me  @eimearbreen @x_michelle_x,yeah but none of you answered me @eimearbreen @x_Michelle_x
1243164,1994479392,@ryantaylor Woo buffet is a scary thought. A single serving of me seems more than most can handle.,@Ryantaylor Woo Buffet is a frightening thought. A single portion of me seems more than most that most cannot manage.
807573,1469027034,"@mimidoogi good good  and yay for not sleeping. i did that once, it was like 9am and i guess i just *forgot* to sleep :p","@Mimidogi good good and yay not to sleep. I did it once, it was like 9am and I suppose I just forgot * to sleep: p"
1334726,2016764057,@clouddancefest would be good - maybe i should set my mobile alarm?,@Cloudancefest would be good - maybe I should define my mobile alarm?
1431662,2060120742,my background makes me smile.  nighty night!,My journey makes me smile. Night night!
316078,2002329901,i need to go run a bath tbh.. but its so hot  ill just get all hot and bothered.,I need to go run a TBH bath .. but it is so hot badly than becoming hot and disturbed.
115484,1827115218,i want to go to the show tonight  next weekends plans are sounding awesome!,"I want to go to the show tonight next weekend, the plans seem great!"
117628,1827674651,"Permanently banned from donating blood bc of bovine materials in my spine  Boo Hoo, Moo Moo","Permanently prohibited from giving blood BC of cattle materials in my spine Boo Hoo, Moo Moo"
149436,1883432415,"@benSHIKARI nope  though i only have like a headache/sore throat and can't swallow and stuff, so doubt i'm as bad as you ","@benshikari not that I have a headache / a sore throat and I cannot swallow and everything, so I doubt that I am as bad as you"
778243,2322631415,still thinking about last creepy saturday... an awful day...,Always thinking of the last scary Saturday ... a terrible day ...
1182823,1982313071,I love Kindsay (my back and double back)! Thanks  @colormydreams,I love Kindsay (my back and double back)! Thank you @colormydreams
1415211,2057188450,@endlessblame Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,@endlessblame get 100 subscribers per day using www.tweeteradder.com once you have added everyone you are on the train or pay VIP
1573658,2189125728,Just watched chinese series film &quot;Holland village&quot; ... LOL,I just watched the film in the Chinese series & quot; Holland Village & quot; ... LOL
1508821,2174719902,"@ItsJustDi you too, babe.  Thanks, dearie!  hahaha.  ","@Itsjustdi too, baby. Thank you darling! hahaha."
880741,1685692890,exam leave eventuallllly.,possibly examination leave.
49943,1678315297,anyone use dreamhost? my sites are totally bust.  boo hooo,Anyone use Dreamhost? My sites are completely busy. Boo Hooo
920439,1753989837,@idangazit That promo vid is so awesome,@idangazit that the promo video is so great
273941,1990503475,@mossyrants I wonder if that's the same one I read about a while ago. fucking hell.  that's awful,@Mossyrants I wonder if it is the same that I read about a moment ago. Fucking hell. it's terrible
819882,1553553537,Loggar in pï¿½ Twitter for the first time...,Loggar in Pï¿½ Twitter for the first time ...
1212442,1989249830,A blustery day down at the lake. Too dodgy to go sailing today..... the professionals are all in the lakeside bar  http://mypict.me/2ger,A windy day by the lake. Too doubtful to sail today ..... professionals are all in the lakeside bar http://mypict.me/2ger
223699,1977258379,"Just spent an hour working on a new blog header, went to save, and Gimp ate it. Guess I should start saving for photoshop. ","I just spent an hour working on a new blog header, went to save and Gimp ate it. I guess I should start saving for Photoshop."
1009790,1880935116,@romaiel Maybe he's my alter-ego hehehe  So all the gayness comes from him?! Hahaha ),@Romaiel maybe he is my alter-ego hehehe so all gayness comes from him?! Hahaha)
1268039,1999966701,"I'm going to sleep now, starting my internship tomorrow!! ","I'm going to sleep now, starting my internship tomorrow !!"
1077023,1967586956,@MKGdaStLunachic thanks hun,@Mkgdastlunachic thank you Hun
1247087,1995469206,@db0y8199 humm to many haters these days! as 4 me i give respect 2 thoes who give 2 me,@ DB0y8199 humm to many enemies these days! Like 4 I give respect 2 dimensions which give me 2
343693,2015515144,"@geekachu I haven't had a toffee crisp in ages! It's a sad fact that things are getting smaller, including oatcakes! ","@Geekachu I haven't had a crisp caramel for ages! It is a sad fact that things become smaller, including oat cakes!"
569893,2208138934,i smell dinner .. all ive had today is coco pops,I feel dinner ... All I had today is Coco Pops
490207,2183276317,Ummm wuts wrong wit my computer?  it won't type right..like its typing backwards :/,Ummm wuts badly with my computer? He will not hit properly ... as he hits back: /
106366,1823509168,@BroksBabe09 @brian_littrell yeah I'm waiting  for  a tweet too!!,@ Broksbabe09 @brian_litrell yeah I'm also waiting for a tweet !!
976081,1833586548,yes! i finished the journal! i'm so proud of myself!,yes! I finished the newspaper! I am so proud of myself!
216976,1975827883,"@d_child I'm good love, just chillin with @supermanforever I wish I could come over there and meet u ","@d_child I'm good love, just chillin with @SupermanForever, I would like to be able to come there and meet you"
32290,1564218230,@iheartjuicebox I know girl I haven't seen u since like early march  if I don't see u soon I'm pretty sure I won't even remember u sad,"@iheartjuicebox I know girl I haven't seen you since early March if I don't see you soon, I'm almost sure I won't even remember you sad about you"
14983,1553944055,"@catiams oh my god me too! he should sing more, but not take the lime light from the others... but yeah he gets too forgotton!  x","@catiams oh my God too! He should sing more, but not take light from the lime of others ... But yes, he is too forgotten! X"
477268,2178136996,workin a full day  how gross.,Work a full day how disgusting.
598608,2219572242,Still working,I am still working
429628,2064165449,in for a long ass day.. then back to the courthouse tomorrow! I'mma miss you today dollface,For a long day of ass .. then return to the courthouse tomorrow! I am missing you are today dollface
707686,2257076876,i dont get 2 c my baby 4 a week  fuck! idk wut im gonna do 4 a week O_o,I don't get 2 C my baby 4 per week fucking! idk wut I will do 4 per week o_o
1311088,2013414956,@aliizandra Congrats on new house &amp; puppy.,@Alizandra Congratulations on the new house and AMP; puppy.
1429071,2059680652,@jimblum must have been quite a ride to loose 44 lbs,@jimblum must have been quite a look to lose 44 pounds
306135,2000153595,@electricalexis I fear cheap food will always be the current fad.,@Electricalexis I fear that cheap food will always be current fashion.
415363,2061046191,"Oh my, there are so many people who have tweeted me back, and I haven't seen them.  Sorry.","Oh my God, there are so many people who tweeted me, and I haven't seen them. Sorry."
1113507,1972613108,waitin for Kiara... so we can get on the train and go visit ALEXIS!! Northwestern!,Wait Kiara ... so that we can get on the train and visit Alexis !! North West!
1390982,2053276537,@Franklero cant wait to see the hangover looks hilarious,@Franklero is eager to see the wooden face seems hilarious
385633,2053644658,@jeorgina Can relate to that.  It's raining and I've just sifted through the coding problems. *phew*,@Jeorgina can identify with this. It's raining and I just sift through the coding problems. *Phew*
1187289,1983136159,@charlie_aj Yes i did thankyou very much!!,"@Charlie_Aj yes, I have it a lot of it !!"
793780,2326746492,We have bagworms...how depressing...and they say you have to go around and pick them off and squish them...eww no thanks...,We have orwors ... as it is depressing ... and they say that you have to go around and take them and crush them ... Eww no thanks ...
233110,1979307458,go home in 5 days homesick,go home in 5 days
779841,2323025734,@maxaxe Killed by a tom cat..,@maxaxe killed by a Tom cat.
555813,2204147503,"@courtney_xxx I know  Coz ive had my phone wif me allll night then i got in shower and i had phone next to shower, heard phone ring got","@courtney_xxx I know that because I had my phone with me all night then I shower and I had the phone next to the shower, heard the phone"
1056313,1962461243,@NerdiGirl did you get your birthday spanking,@Nerdigirl did you get your birthday spanking
1016180,1881669650,"Just baked a butter cake. Well nearly, couple more minutes...think I baked it as much for sampling mixture as for actual end product ","I just cooked a butter cake. Well, almost, a few more minutes ... think that I cooked it as much for the sampling of the mixture as for the real final product"
122226,1833670750,Off too school now  monday mornings suck!,Off Too School now Monday morning sucks!
826883,1556759603,i think a 24hour gig like space  #ASOT400,I think that a 24 -hour concert like space # asot400
676145,2248314441,@fakerpattz My humor sucks. Cause that wasn't funny. You could have get hurt,@fakerpattz my humor is zero. Because it was not funny. You could have injured yourself
762357,2297808155,"baack  n now goin' to english, then doctor Â¬ gosh, this day is too long ","Baack now goes to English, then doctor, this day is too long"
1087818,1969472303,@ninthspace I survived my trip to duvet land just fine  morning,@Ninthspace I survived my trip to Divest Land just well in the morning
1330458,2015827134,"@victoria_6661 i need new music, suggestions? ","@ Victoria_6661 I need new music, suggestions?"
1371135,2051143578,#FollowFriday @LadyChandra - she found some of my best reviews,#Followfriday @ladychandra - She found some of my best reviews
1085162,1969117654,@TozaBoma I have no problem with that  @mandahoofs,@Tozaboma I have no problem with this @mandahoofs
1016605,1881726252,@nigelstwin makin my way through your photos and Zoe made my heart smile- sassy yet angelic and the flare is delish   http://bit.ly/92zjh,@nigelstwin Fraying my way through your photos and Zoe made my heart smile - Sassy but Angelique and the rocket is delicious http://bit.ly/92zjh
1241953,1994115934,"Amen to that! Found mine  but, does crying during labor means it's technically his fault? ",Amen to that! I found mine but cry during work means that it is technically its fault?
569297,2207896836,"@kellypea thanks for your thoughts, we appreciate it.  It's going to be a long day ","@Kellypea thank you for your thoughts, we appreciate it. It's going to be a long day"
76549,1695722195,"@rup33 I'm up studying this morn already!  where are u?!?wake up, I need to tell u bout my dream!!!!","@ RUP33 I'm already studying this morning! Where are you? !? Wake up, I need to tell you my dream !!!!"
1473500,2065559941,On the road to church w/ @xxbbyc,On the church road with @xxbbyc
1113586,1972616090,"How do you manage your energy? Start with choosing more positive, loving thoughts to mix in with the others ",How do you manage your energy? Start by choosing more positive and magnetic thoughts to mix with others
645018,2236176340,Video: i still havend scraped up all the parts i need to make a fixie.  http://tumblr.com/xm1238nz1,Video: I have always scratched all the parts I need to make a fixie. http://tumblr.com/xm1238nz1
1526872,2177098857,Mondays...ugh! Dane Cook show was great last night,Mondays ... UGH! Dane Cook Show was great last night
1500956,2071284769,Add pizza to that last one.,Add pizza to the latter.
1113693,1972634742,@davidlpatrick something outside...it's a beautiful day!,@davidlpatrick something outside ... it's a great day!
1461181,2063909103,"Planning boys' long weekend in Saumur, Maine-et-Loire - possibly my favourite part of the world ","Plan the long weekend of boys in Saumur, Maine -t-Loire-maybe my favorite part of the world"
61215,1686653356,Just been prom dress shopping xxx I'm well tired now,I just did because of the xxx shopping ball gown I am very tired
1393678,2053537865,"@cpayan happy b-day  d-day means a different thing to me, still on a personal basis... think opposite of b-day ","@Cpayan Happy B-Day J-Day means a different thing for me, always on a personal basis ... Think about the opposite of the day B-"
252273,1983701192,It's raining!!,It is raining!!
1300947,2007110636,"@mweller I agree, you must make sure to be on your best behavior. ","@MWeller I agree, you must make sure you be on your best behavior."
187231,1968600120,Is frustrated with the flickr app that won't install on her blackberry!,Is frustrated by the Flickr application which does not settle on its BlackBerry!
381346,2052765742,i want to know my section! :|,I want to know my section! : |
667916,2245760052,i just ate my last bagel bite,I just eat my last bagel bite
163111,1957703662,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP ","Wow, difficult to sleep. On a decongestant and it keeps me widely awake. I just want to sleep"
87797,1754615627,Day off and mothers day! Missin my mom,Day of leave and Mother's Day! MASSIn my mom
779304,2322896732,Just lost monopoly for the first time in years  oh well it was still fun  i miss you baby. CS+TW=4Ever&lt;3,"I just lost the monopoly for the first time in years oh well it was always fun, I miss you baby. CS + TW = 4Ever & LT; 3"
423497,2062886173,felling geeked ...need company,Shoot geeked ... need company
707090,2256892352,Just got an idea for a yamato/kouya amv. wish there was more footage of them though. &amp; that i could make amv's  XI,"I just had an idea for an AMV Yamato / Kouya. However, I would like there to be more sequences of them. & amp; that I could do the XI of AMV"
449942,2069374731,Omg creepy guy just tried to talk to me. I called my sister,OMG Creepy Guy just tried to talk to me. I called my sister
896031,1692890275,&quot;cuz penny &amp; me like to rooolllll the windows down...&quot;   love it.,& quot; Cuz Penny & amp; I like roooolllll the windows down ... & quot; to like.
216200,1975656631,@ohclosedcaption. I was at work myself,@OHCLOSEDCACACTION. I was at work myself
185444,1968027108,"Doing chat conference,,ngomongin kerjaan... speaking of having no life ","Lecting a cat, Ngomongin Kerjaan ... speaking of not having life"
1198785,1985200137,@hughsbeautiful yes we still have 5ps,@Hughsbeautiful yes we still have 5ps
979069,1833895119,'s wishy wish might me coming true.,is a wish wishing that I am reality.
85940,1753972783,Is on air and disappointed that the sun has decided to do a 'NO SHOW' in Notts,Is in the air and disappointed that the sun has decided to make a `` spectacle '' in notts
446533,2068451446,@LPL_x Not talking to you now!,@Lpl_x don't talk to you now!
1107429,1971577422,"@Mixboy2105 yeah,intimate shows are always better  you feel closer to the people in a way","@ Mixboy2105 yeah, intimate shows are always better, you feel closer to people in a way"
325031,2006889389,@MYIDOLTOWN Me too...  I just gave another round of votes to GG gals on page 2 and no change.,@Myidoltown me too ... I just gave another series of votes to GG GALS on page 2 and without change.
340313,2014821626,no my name is earl tonight  #saveearl,"No, my name is earl tonight #saveearl"
1492309,2069268121,"@sesp  Oh I know, I was mad to find out that it is kind of fake.. But I have enjoyed watching, been good fun, it's been the best yet ","@SESP OH I know, I was crazy to discover that it is a little false .. but I liked to look, I was very fun, it was the best to this day"
476541,2177911813,work tonight,work tonight
949564,1823766884,@UHMANDUHPLEASE i love you. js.,@Uhmanduhplease I love you. JS.
839321,1559387637,I am actually good at cooking pancakes!  I think I should be a chef ;] (N) School tomorrow...it's going to be seriously boring,I'm really good at cooking pancakes! I think I should be a chef;] (n) school tomorrow ... it's going to be really boring
124423,1834111608,"gah, tonsil infection sucks. I would very much want to remove my tonsils ","GAH, amygdal infection is zero. I would like to withdraw my tonsils"
422120,2062576062,@sheimagines9 ...who did?,@ Sheimagines9 ... Who did it?
1222669,1990316571,exam went good...been a GREAT 2 days,The exam went well ... been a great 2 days
366599,2048903506,bed time i think. cousins weddding in the morning and iim half asleep  X,"Bedtime, I think. cousins ​​get married in the morning and half asleep x"
868919,1678033483,"just passed his first test, hell yeah ","I just passed her first test, Hell Yebul"
636048,2233805656,@djthumbprint short rib/spicy pork? fack...I still havent had!,@DJTHUMBPRIT RIB short / spicy pork? Fack ... I still haven't had it!
